Date,Open,High,Low,Close,Adj Close,Volume
2022-04-16,130.070007,133.190002,118.150002,118.269997,118.269997,97965300
2022-04-23,117.660004,120.330002,111.360001,111.629997,111.629997,88259100
2022-04-30,111.709999,116.440002,108.300003,110.290001,110.290001,62183900
2022-05-07,108.110001,110.739998,99.470001,107.330002,107.330002,113614000
2022-05-14,107.459999,108.790001,100.050003,102.419998,102.419998,62570600
2022-05-21,103.760002,109.370003,100.129997,109.320000,109.320000,64368300
2022-05-28,110.000000,112.849998,107.910004,108.669998,108.669998,47701800
2022-06-04,109.750000,110.190002,99.379997,99.400002,99.400002,45505400
2022-06-11,97.610001,97.610001,93.099998,94.339996,94.339996,70137300
2022-06-18,94.900002,98.570000,92.010002,97.779999,97.779999,51083300
2022-06-25,98.220001,100.400002,92.540001,96.139999,96.139999,57786200
2022-07-02,94.260002,98.190002,92.309998,95.860001,95.860001,34831200
2022-07-09,95.000000,95.339996,90.230003,95.199997,95.199997,54408500
2022-07-16,96.360001,104.570000,95.309998,102.720001,102.720001,55641300
2022-07-23,102.779999,106.339996,99.559998,106.099998,106.099998,41048400
2022-07-30,104.870003,109.699997,103.860001,106.629997,106.629997,45528100
2022-08-06,108.209999,123.269997,107.029999,121.570000,121.570000,120540900
2022-08-13,121.000000,126.480003,119.480003,120.139999,120.139999,64422900
2022-08-20,117.699997,118.370003,113.889999,114.070000,114.070000,41325300
2022-08-27,112.540001,114.750000,110.029999,111.199997,111.199997,38479500
2022-09-03,111.769997,115.529999,108.519997,115.180000,115.180000,35737600
2022-09-10,116.139999,117.489998,106.959999,108.250000,108.250000,52757000
2022-09-17,107.529999,109.220001,98.019997,99.500000,99.500000,47643600
2022-09-24,98.949997,100.660004,94.279999,94.330002,94.330002,57546200
2022-10-01,95.730003,101.519997,94.500000,97.160004,97.160004,41039400
2022-10-08,97.589996,98.089996,90.709999,94.449997,94.449997,43816900
2022-10-15,96.379997,102.300003,96.260002,102.040001,102.040001,45754100
2022-10-22,102.120003,107.430000,100.120003,105.949997,105.949997,41037100
2022-10-29,105.660004,108.839996,98.110001,99.580002,99.580002,46368000
2022-11-05,100.879997,101.970001,86.279999,95.010002,95.010002,159856700
2022-11-12,95.849998,97.180000,90.849998,91.800003,91.800003,69855700
2022-11-19,100.120003,100.889999,94.680000,98.870003,98.870003,118194700
2022-11-26,98.209999,99.690002,93.870003,99.430000,99.430000,68697200
2022-12-03,98.239998,99.160004,91.260002,93.379997,93.379997,52073400
2022-12-10,93.730003,97.389999,88.809998,90.080002,90.080002,90869800
2022-12-17,89.440002,89.459999,84.690002,88.010002,88.010002,71807500
2022-12-24,87.419998,88.239998,84.070000,86.879997,86.879997,60237000
2022-12-31,88.980003,94.690002,87.830002,93.919998,93.919998,51405000
2023-01-07,94.430000,100.629997,93.449997,99.400002,99.400002,59342200
2023-01-14,100.320000,103.589996,97.120003,103.480003,103.480003,51822200
2023-01-21,103.290001,110.580002,102.000000,109.540001,109.540001,49547900
2023-01-28,108.260002,113.529999,106.900002,110.709999,110.709999,52341400
2023-02-04,110.169998,118.180000,107.209999,108.059998,108.059998,112223600
2023-02-11,108.099998,109.269997,103.879997,105.220001,105.220001,50237700
2023-02-18,103.550003,103.730003,98.959999,100.300003,100.300003,40031100
2023-02-25,100.730003,101.470001,97.419998,101.139999,101.139999,37984100
2023-03-04,101.610001,102.699997,92.830002,93.570000,93.570000,41647700
2023-03-11,91.889999,94.559998,90.459999,93.199997,93.199997,54657600
2023-03-18,93.430000,97.930000,93.000000,94.080002,94.080002,41815700
2023-03-25,94.779999,100.199997,94.379997,100.129997,100.129997,35392600
2023-04-01,100.209999,100.430000,98.550003,99.970001,99.970001,28897100
2023-04-08,99.300003,102.220001,97.699997,99.900002,99.900002,40892700
2023-04-15,99.570000,101.150002,97.389999,99.570000,99.570000,43639400
2023-04-22,100.150002,102.559998,96.459999,102.500000,102.500000,43172700
2023-04-29,102.410004,102.610001,96.610001,100.519997,100.519997,44187300
2023-05-06,101.699997,103.910004,91.239998,91.989998,91.989998,116109600
2023-05-13,91.540001,94.239998,90.699997,91.349998,91.349998,77693200
2023-05-20,91.330002,92.029999,87.790001,88.290001,88.290001,70778600
2023-05-27,88.970001,91.339996,87.010002,90.769997,90.769997,52565000
2023-06-03,91.199997,93.080002,89.440002,91.930000,91.930000,60353800
2023-06-10,92.250000,94.519997,90.860001,91.320000,91.320000,77203000
2023-06-17,90.290001,90.779999,87.610001,88.099998,88.099998,57265500
2023-06-24,88.040001,89.660004,87.339996,89.279999,89.279999,61512500
2023-07-01,89.120003,90.949997,87.779999,88.639999,88.639999,40783700
2023-07-08,88.250000,90.809998,87.860001,88.620003,88.620003,75349900
2023-07-15,88.419998,88.489998,85.300003,87.180000,87.180000,108737600
2023-07-22,87.489998,87.959999,85.160004,86.129997,86.129997,74560700
2023-07-29,87.000000,89.730003,85.449997,86.300003,86.300003,75380300
2023-08-04,85.940002,87.108002,85.449997,86.300003,86.300003,11514974
